ano,mes,regiao,uf,nome_uf,descricao_sexo,faixa_etaria,tipo_sintoma,descricao_pergunta,qtd_registros
2020,10,Norte,15,Pará,Mulher,71+,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",3
2020,10,Norte,17,Tocantins,Homem,21-30,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",250
2020,10,Norte,11,Rondônia,Homem,51-60,Sintoma geral,Na semana passada teve fadiga?,1
2020,10,Norte,12,Acre,Mulher,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,7
2020,10,Norte,12,Acre,Mulher,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,1
2020,10,Norte,13,Amazonas,Homem,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,20
2020,10,Norte,13,Amazonas,Mulher,21-30,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Norte,14,Roraima,Mulher,11-20,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Norte,15,Pará,Mulher,71+,Sintoma geral,Na semana passada teve dor de cabeça?,3
2020,10,Norte,16,Amapá,Mulher,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,8
2020,10,Norte,16,Amapá,Homem,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,3
2020,10,Norte,17,Tocantins,Mulher,21-30,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Norte,17,Tocantins,Homem,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,3
2020,10,Norte,17,Tocantins,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,1
2020,10,Nordeste,21,Maranhão,Mulher,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,13
2020,10,Nordeste,21,Maranhão,Mulher,0-10,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Nordeste,22,Piauí,Homem,71+,Sintoma geral,Na semana passada teve dor de cabeça?,7
2020,10,Nordeste,22,Piauí,Homem,0-10,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Nordeste,22,Piauí,Mulher,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,13
2020,10,Nordeste,22,Piauí,Mulher,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,6
2020,10,Nordeste,23,Ceará,Mulher,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,28
2020,10,Nordeste,23,Ceará,Mulher,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,26
2020,10,Nordeste,23,Ceará,Mulher,51-60,Sintoma geral,Na semana passada teve fadiga?,11
2020,10,Nordeste,24,Rio Grande do Norte,Homem,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,6
2020,10,Nordeste,25,Paraíba,Homem,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,7
2020,10,Nordeste,25,Paraíba,Mulher,21-30,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Nordeste,26,Pernambuco,Mulher,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,20
2020,10,Nordeste,27,Alagoas,Mulher,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,11
2020,10,Nordeste,28,Sergipe,Mulher,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,5
2020,10,Nordeste,28,Sergipe,Homem,51-60,Sintoma geral,Na semana passada teve fadiga?,3
2020,10,Nordeste,29,Bahia,Homem,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,12
2020,10,Sudeste,32,Espírito Santo,Mulher,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,9
2020,10,Sudeste,32,Espírito Santo,Mulher,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,16
2020,10,Nordeste,21,Maranhão,Mulher,41-50,Sintoma geral,Na semana passada teve náusea?,5
2020,10,Nordeste,22,Piauí,Mulher,21-30,Sintoma geral,Na semana passada teve náusea?,4
2020,10,Nordeste,22,Piauí,Mulher,0-10,Sintoma geral,Na semana passada teve náusea?,2
2020,10,Nordeste,24,Rio Grande do Norte,Homem,61-70,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,31-40,Sintoma geral,Na semana passada teve náusea?,2
2020,10,Nordeste,26,Pernambuco,Mulher,41-50,Sintoma geral,Na semana passada teve náusea?,5
2020,10,Nordeste,27,Alagoas,Mulher,51-60,Sintoma geral,Na semana passada teve náusea?,5
2020,10,Nordeste,29,Bahia,Mulher,31-40,Sintoma geral,Na semana passada teve náusea?,7
2020,10,Sudeste,31,Minas Gerais,Homem,21-30,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Norte,11,Rondônia,Mulher,51-60,Respiratório leve,Na semana passada teve tosse?,7
2020,10,Norte,12,Acre,Mulher,61-70,Respiratório leve,Na semana passada teve tosse?,1
2020,10,Norte,13,Amazonas,Homem,21-30,Respiratório leve,Na semana passada teve tosse?,10
2020,10,Norte,14,Roraima,Homem,11-20,Respiratório leve,Na semana passada teve tosse?,8
2020,10,Norte,14,Roraima,Mulher,61-70,Respiratório leve,Na semana passada teve tosse?,2
2020,10,Norte,11,Rondônia,Homem,71+,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Norte,15,Pará,Mulher,51-60,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,5
2020,10,Norte,16,Amapá,Mulher,11-20,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,23,Ceará,Homem,71+,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,5
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,25,Paraíba,Homem,51-60,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,5
2020,10,Nordeste,26,Pernambuco,Homem,51-60,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,4
2020,10,Nordeste,26,Pernambuco,Homem,0-10,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Sudeste,31,Minas Gerais,Mulher,71+,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,20
2020,10,Sudeste,31,Minas Gerais,Mulher,0-10,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,7
2020,10,Sudeste,31,Minas Gerais,Homem,51-60,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,8
2020,10,Sudeste,32,Espírito Santo,Mulher,61-70,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Norte,11,Rondônia,Mulher,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Norte,12,Acre,Homem,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,13
2020,10,Norte,12,Acre,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,4
2020,10,Norte,12,Acre,Mulher,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,13
2020,10,Norte,13,Amazonas,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Norte,14,Roraima,Homem,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,7
2020,10,Norte,16,Amapá,Mulher,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,3
2020,10,Nordeste,21,Maranhão,Homem,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,23
2020,10,Nordeste,22,Piauí,Homem,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,10
2020,10,Nordeste,24,Rio Grande do Norte,Homem,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,17
2020,10,Nordeste,26,Pernambuco,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,32
2020,10,Nordeste,27,Alagoas,Homem,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,20
2020,10,Nordeste,29,Bahia,Mulher,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,20
2020,10,Nordeste,29,Bahia,Homem,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,29
2020,10,Sudeste,31,Minas Gerais,Homem,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,38
2020,10,Sudeste,31,Minas Gerais,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,68
2020,10,Sudeste,32,Espírito Santo,Mulher,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,8
2020,10,Norte,11,Rondônia,Homem,41-50,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",301
2020,10,Norte,12,Acre,Homem,61-70,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",56
2020,10,Norte,12,Acre,Mulher,71+,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",3
2020,10,Norte,13,Amazonas,Mulher,61-70,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",47
2020,10,Norte,14,Roraima,Homem,31-40,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",321
2020,10,Norte,16,Amapá,Homem,71+,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",5
2020,10,Norte,17,Tocantins,Homem,11-20,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",81
2020,10,Norte,11,Rondônia,Homem,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,5
2020,10,Norte,12,Acre,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Norte,12,Acre,Mulher,51-60,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Norte,13,Amazonas,Homem,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,10
2020,10,Norte,13,Amazonas,Mulher,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,5
2020,10,Norte,14,Roraima,Mulher,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,5
2020,10,Norte,14,Roraima,Mulher,61-70,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Norte,14,Roraima,Homem,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,1
2020,10,Norte,14,Roraima,Mulher,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,4
2020,10,Norte,15,Pará,Homem,71+,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Norte,15,Pará,Homem,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,2
2020,10,Norte,17,Tocantins,Mulher,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,2
2020,10,Norte,17,Tocantins,Homem,71+,Sintoma geral,Na semana passada teve fadiga?,1
2020,10,Nordeste,21,Maranhão,Homem,41-50,Sintoma geral,Na semana passada teve fadiga?,6
2020,10,Nordeste,22,Piauí,Homem,71+,Sintoma geral,Na semana passada teve fadiga?,7
2020,10,Nordeste,22,Piauí,Mulher,71+,Sintoma geral,Na semana passada teve dor de cabeça?,10
2020,10,Nordeste,24,Rio Grande do Norte,Homem,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,10
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,61-70,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Nordeste,26,Pernambuco,Homem,11-20,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Nordeste,27,Alagoas,Homem,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,13
2020,10,Nordeste,27,Alagoas,Mulher,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,10
2020,10,Nordeste,27,Alagoas,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Nordeste,27,Alagoas,Homem,71+,Sintoma geral,Na semana passada teve dor de cabeça?,3
2020,10,Nordeste,28,Sergipe,Mulher,61-70,Sintoma geral,Na semana passada teve fadiga?,3
2020,10,Nordeste,29,Bahia,Homem,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,22
2020,10,Nordeste,29,Bahia,Homem,11-20,Sintoma geral,Na semana passada teve fadiga?,3
2020,10,Nordeste,29,Bahia,Homem,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,5
2020,10,Sudeste,31,Minas Gerais,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,21
2020,10,Sudeste,31,Minas Gerais,Homem,0-10,Sintoma geral,Na semana passada teve fadiga?,1
2020,10,Sudeste,32,Espírito Santo,Mulher,21-30,Sintoma geral,Na semana passada teve fadiga?,3
2020,10,Norte,14,Roraima,Homem,41-50,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Norte,14,Roraima,Homem,31-40,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Norte,15,Pará,Homem,41-50,Sintoma geral,Na semana passada teve náusea?,7
2020,10,Nordeste,21,Maranhão,Homem,0-10,Sintoma geral,Na semana passada teve náusea?,4
2020,10,Nordeste,23,Ceará,Homem,51-60,Sintoma geral,Na semana passada teve náusea?,5
2020,10,Nordeste,27,Alagoas,Mulher,71+,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Nordeste,27,Alagoas,Mulher,0-10,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,28,Sergipe,Homem,41-50,Sintoma geral,Na semana passada teve náusea?,6
2020,10,Nordeste,28,Sergipe,Homem,11-20,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Sudeste,31,Minas Gerais,Mulher,31-40,Sintoma geral,Na semana passada teve náusea?,13
2020,10,Sudeste,31,Minas Gerais,Mulher,21-30,Sintoma geral,Na semana passada teve náusea?,13
2020,10,Sudeste,31,Minas Gerais,Homem,31-40,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Sudeste,32,Espírito Santo,Homem,11-20,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Norte,11,Rondônia,Homem,41-50,Respiratório leve,Na semana passada teve tosse?,6
2020,10,Norte,13,Amazonas,Mulher,51-60,Respiratório leve,Na semana passada teve tosse?,11
2020,10,Norte,16,Amapá,Homem,41-50,Respiratório leve,Na semana passada teve tosse?,2
2020,10,Norte,13,Amazonas,Homem,71+,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Norte,15,Pará,Homem,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Norte,17,Tocantins,Homem,71+,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Nordeste,25,Paraíba,Homem,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,26,Pernambuco,Homem,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,26,Pernambuco,Mulher,71+,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,3
2020,10,Nordeste,26,Pernambuco,Mulher,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Nordeste,27,Alagoas,Mulher,61-70,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,3
2020,10,Sudeste,32,Espírito Santo,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Sudeste,32,Espírito Santo,Mulher,0-10,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Sudeste,33,Rio de Janeiro,Homem,11-20,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Norte,11,Rondônia,Homem,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Norte,14,Roraima,Homem,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Norte,14,Roraima,Mulher,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,9
2020,10,Norte,15,Pará,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,18
2020,10,Norte,15,Pará,Homem,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,5
2020,10,Norte,16,Amapá,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,2
2020,10,Nordeste,21,Maranhão,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,8
2020,10,Nordeste,22,Piauí,Homem,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,7
2020,10,Nordeste,22,Piauí,Homem,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,9
2020,10,Nordeste,22,Piauí,Mulher,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,9
2020,10,Nordeste,22,Piauí,Homem,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Nordeste,23,Ceará,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,8
2020,10,Nordeste,24,Rio Grande do Norte,Homem,61-70,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Nordeste,24,Rio Grande do Norte,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,10
2020,10,Nordeste,28,Sergipe,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,11
2020,10,Nordeste,28,Sergipe,Mulher,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,18
2020,10,Norte,11,Rondônia,Homem,31-40,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",361
2020,10,Norte,11,Rondônia,Mulher,51-60,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",124
2020,10,Norte,12,Acre,Homem,21-30,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",264
2020,10,Norte,12,Acre,Mulher,11-20,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",28
2020,10,Norte,13,Amazonas,Homem,51-60,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",277
2020,10,Norte,15,Pará,Mulher,61-70,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",60
2020,10,Norte,17,Tocantins,Homem,71+,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",27
2020,10,Norte,11,Rondônia,Mulher,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,2
2020,10,Norte,11,Rondônia,Mulher,71+,Sintoma geral,Na semana passada teve dor de cabeça?,1
2020,10,Norte,12,Acre,Homem,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,11
2020,10,Norte,13,Amazonas,Mulher,0-10,Sintoma geral,Na semana passada teve fadiga?,7
2020,10,Norte,14,Roraima,Homem,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,7
2020,10,Norte,14,Roraima,Homem,71+,Sintoma geral,Na semana passada teve dor de cabeça?,1
2020,10,Norte,15,Pará,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,17
2020,10,Norte,15,Pará,Homem,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,13
2020,10,Norte,15,Pará,Homem,0-10,Sintoma geral,Na semana passada teve fadiga?,6
2020,10,Norte,15,Pará,Mulher,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,8
2020,10,Norte,17,Tocantins,Homem,71+,Sintoma geral,Na semana passada teve dor de cabeça?,3
2020,10,Norte,17,Tocantins,Mulher,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,9
2020,10,Norte,17,Tocantins,Mulher,71+,Sintoma geral,Na semana passada teve dor de cabeça?,1
2020,10,Nordeste,21,Maranhão,Mulher,61-70,Sintoma geral,Na semana passada teve fadiga?,3
2020,10,Nordeste,22,Piauí,Homem,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,3
2020,10,Nordeste,22,Piauí,Mulher,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,1
2020,10,Nordeste,23,Ceará,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,8
2020,10,Nordeste,25,Paraíba,Mulher,71+,Sintoma geral,Na semana passada teve dor de cabeça?,11
2020,10,Nordeste,25,Paraíba,Homem,51-60,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Nordeste,26,Pernambuco,Homem,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,6
2020,10,Nordeste,26,Pernambuco,Homem,51-60,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Nordeste,27,Alagoas,Mulher,51-60,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Nordeste,28,Sergipe,Mulher,41-50,Sintoma geral,Na semana passada teve fadiga?,6
2020,10,Nordeste,29,Bahia,Mulher,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,33
2020,10,Nordeste,29,Bahia,Homem,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,23
2020,10,Nordeste,29,Bahia,Homem,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,15
2020,10,Nordeste,29,Bahia,Mulher,21-30,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Sudeste,31,Minas Gerais,Homem,71+,Sintoma geral,Na semana passada teve dor de cabeça?,15
2020,10,Sudeste,31,Minas Gerais,Homem,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,27
2020,10,Sudeste,32,Espírito Santo,Homem,11-20,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Sudeste,32,Espírito Santo,Mulher,61-70,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Sudeste,32,Espírito Santo,Homem,61-70,Sintoma geral,Na semana passada teve fadiga?,6
2020,10,Sudeste,32,Espírito Santo,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,10
2020,10,Norte,11,Rondônia,Mulher,21-30,Sintoma geral,Na semana passada teve náusea?,4
2020,10,Norte,13,Amazonas,Homem,11-20,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Norte,13,Amazonas,Mulher,61-70,Sintoma geral,Na semana passada teve náusea?,4
2020,10,Norte,15,Pará,Homem,61-70,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Norte,17,Tocantins,Homem,51-60,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,22,Piauí,Homem,71+,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,22,Piauí,Mulher,41-50,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Nordeste,26,Pernambuco,Homem,11-20,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Nordeste,28,Sergipe,Mulher,0-10,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,29,Bahia,Mulher,21-30,Sintoma geral,Na semana passada teve náusea?,8
2020,10,Nordeste,29,Bahia,Mulher,0-10,Sintoma geral,Na semana passada teve náusea?,4
2020,10,Norte,11,Rondônia,Mulher,31-40,Respiratório leve,Na semana passada teve tosse?,6
2020,10,Norte,13,Amazonas,Homem,11-20,Respiratório leve,Na semana passada teve tosse?,15
2020,10,Norte,14,Roraima,Mulher,31-40,Respiratório leve,Na semana passada teve tosse?,2
2020,10,Norte,17,Tocantins,Homem,51-60,Respiratório leve,Na semana passada teve tosse?,4
2020,10,Norte,17,Tocantins,Mulher,71+,Respiratório leve,Na semana passada teve tosse?,1
2020,10,Norte,11,Rondônia,Mulher,51-60,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Norte,14,Roraima,Homem,11-20,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Norte,15,Pará,Homem,0-10,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Norte,15,Pará,Mulher,11-20,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Norte,15,Pará,Mulher,0-10,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Norte,15,Pará,Homem,51-60,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,22,Piauí,Homem,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Nordeste,23,Ceará,Mulher,61-70,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,5
2020,10,Nordeste,24,Rio Grande do Norte,Homem,31-40,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,25,Paraíba,Mulher,31-40,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,6
2020,10,Nordeste,28,Sergipe,Mulher,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,4
2020,10,Nordeste,29,Bahia,Homem,11-20,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,3
2020,10,Nordeste,29,Bahia,Homem,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,4
2020,10,Nordeste,29,Bahia,Homem,71+,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,7
2020,10,Sudeste,31,Minas Gerais,Homem,0-10,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Sudeste,32,Espírito Santo,Mulher,51-60,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,5
2020,10,Sudeste,33,Rio de Janeiro,Homem,31-40,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,3
2020,10,Norte,13,Amazonas,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,22
2020,10,Norte,14,Roraima,Homem,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,2
2020,10,Norte,15,Pará,Homem,61-70,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,4
2020,10,Norte,16,Amapá,Homem,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,2
2020,10,Norte,17,Tocantins,Mulher,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,5
2020,10,Norte,17,Tocantins,Homem,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,7
2020,10,Norte,17,Tocantins,Homem,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,2
2020,10,Norte,17,Tocantins,Homem,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Nordeste,24,Rio Grande do Norte,Homem,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,10
