ano,mes,regiao,descricao_sexo,faixa_etaria,descricao_pergunta,descricao_resposta,qtd_registros
2020,10,Centro-Oeste,Mulher,11-20,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,2
2020,10,Centro-Oeste,Mulher,71+,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,10,Sudeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,50
2020,10,Sudeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",3
2020,10,Sul,Homem,51-60,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,60
2020,10,Sul,Homem,11-20,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",37
2020,10,Sul,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",2
2020,10,Sul,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,14
2020,10,Sul,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,10
2020,10,Sul,Homem,71+,Qual o principal motivo deste afastamento temporário?,Outro motivo,1
2020,10,Sul,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",2
2020,10,Centro-Oeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,Outro motivo,8
2020,10,Centro-Oeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,2
2020,10,Centro-Oeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",2
2020,10,Centro-Oeste,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",4
2020,10,Centro-Oeste,Mulher,71+,Qual o principal motivo deste afastamento temporário?,Outro motivo,1
2020,10,Sudeste,Homem,11-20,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,6943
2020,10,Sul,Mulher,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,4309
2020,10,Sul,Mulher,41-50,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,1793
2020,10,Sul,Mulher,31-40,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,1619
2020,10,Sul,Homem,51-60,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,1410
2020,10,Sul,Homem,11-20,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",416
2020,10,Sudeste,Mulher,61-70,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,134
2020,10,Sul,Homem,41-50,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,52
2020,10,Sul,Homem,51-60,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,76
2020,10,Sul,Mulher,61-70,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,39
2020,10,Sul,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,8
2020,10,Sul,Homem,61-70,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,7
2020,10,Centro-Oeste,Homem,71+,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,6
2020,10,Sudeste,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",136
2020,10,Sudeste,Homem,41-50,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,78
2020,10,Sudeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,Outro motivo,35
2020,10,Sul,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,Outro motivo,19
2020,10,Sul,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,Outro motivo,13
2020,10,Sul,Homem,11-20,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",1
2020,10,Centro-Oeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",10
2020,10,Centro-Oeste,Homem,41-50,Qual o principal motivo deste afastamento temporário?,Outro motivo,6
2020,10,Centro-Oeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",3
2020,10,Centro-Oeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",3
2020,10,Centro-Oeste,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",2
2020,10,Centro-Oeste,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",1
2020,10,Centro-Oeste,Mulher,71+,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",1
2020,10,Centro-Oeste,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,Outro motivo,1
2020,10,Sudeste,Mulher,61-70,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,5762
2020,10,Sudeste,Mulher,61-70,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,6086
2020,10,Sudeste,Homem,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",602
2020,10,Sul,Mulher,61-70,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3590
2020,10,Sul,Mulher,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,4708
2020,10,Sul,Homem,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,2198
2020,10,Sul,Homem,51-60,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,3225
2020,10,Sul,Homem,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,4013
2020,10,Sul,Homem,11-20,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,2130
2020,10,Sul,Mulher,61-70,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,666
2020,10,Sul,Homem,61-70,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3093
2020,10,Sul,Mulher,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",179
2020,10,Sul,Homem,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",56
2020,10,Sul,Mulher,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",12
2020,10,Sudeste,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,242
2020,10,Sudeste,Homem,51-60,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,186
2020,10,Sudeste,Homem,61-70,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,18
2020,10,Sudeste,Mulher,61-70,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,2
2020,10,Sudeste,Homem,71+,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,4
2020,10,Sul,Mulher,21-30,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,76
2020,10,Sul,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,93
2020,10,Sul,Homem,71+,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,10,Sul,Mulher,71+,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,10,Centro-Oeste,Homem,41-50,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,40
2020,10,Centro-Oeste,Mulher,21-30,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,4
2020,10,Centro-Oeste,Mulher,21-30,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,10,Centro-Oeste,Homem,11-20,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,3
2020,10,Centro-Oeste,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,10,Sudeste,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",395
2020,10,Sudeste,Mulher,71+,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",40
2020,10,Sudeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,Licença maternidade ou paternidade,77
2020,10,Sudeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,Outro motivo,3
2020,10,Sul,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",19
2020,10,Sul,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,39
2020,10,Centro-Oeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,9
2020,10,Centro-Oeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",92
2020,10,Centro-Oeste,Homem,51-60,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",11
2020,10,Centro-Oeste,Homem,41-50,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",6
2020,10,Centro-Oeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",6
2020,10,Centro-Oeste,Homem,31-40,Qual o principal motivo deste afastamento temporário?,Licença maternidade ou paternidade,2
2020,10,Centro-Oeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",4
2020,10,Sudeste,Mulher,31-40,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,4839
2020,10,Sudeste,Homem,61-70,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,1899
2020,10,Sudeste,Homem,11-20,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",541
2020,10,Sudeste,Homem,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",187
2020,10,Sul,Homem,21-30,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,944
2020,10,Sul,Mulher,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",61
2020,10,Sul,Homem,0-10,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",48
2020,10,Sudeste,Homem,61-70,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,6
2020,10,Sul,Homem,21-30,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,45
2020,10,Sul,Mulher,61-70,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,10,Centro-Oeste,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,69
2020,10,Centro-Oeste,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,55
2020,10,Centro-Oeste,Mulher,61-70,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,28
2020,10,Centro-Oeste,Mulher,11-20,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,11
2020,10,Centro-Oeste,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,10,Sudeste,Homem,21-30,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,17
2020,10,Sudeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",5
2020,10,Sudeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",4
2020,10,Sudeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",7
2020,10,Sudeste,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",1
2020,10,Sudeste,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",34
2020,10,Sudeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,18
2020,10,Sudeste,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,11
2020,10,Sul,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",17
2020,10,Sul,Homem,31-40,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",59
2020,10,Sul,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,Outro motivo,19
2020,10,Sul,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",21
2020,10,Sul,Homem,31-40,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",2
2020,10,Sul,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",2
2020,10,Centro-Oeste,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",55
2020,10,Centro-Oeste,Mulher,71+,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,2
2020,10,Centro-Oeste,Homem,41-50,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",5
2020,10,Centro-Oeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",3
2020,10,Sudeste,Homem,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,6366
2020,10,Sudeste,Homem,51-60,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,4710
2020,10,Sudeste,Mulher,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",108
2020,10,Sul,Mulher,51-60,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,2374
2020,10,Sul,Mulher,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",427
2020,10,Sul,Mulher,41-50,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,3218
2020,10,Sul,Homem,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",378
2020,10,Sul,Homem,11-20,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,930
2020,10,Sul,Homem,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",111
2020,10,Sudeste,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,29
2020,10,Sudeste,Homem,31-40,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,27
2020,10,Sudeste,Mulher,21-30,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,2
2020,10,Sudeste,Homem,51-60,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,8
2020,10,Sudeste,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,3
2020,10,Sul,Homem,31-40,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,39
2020,10,Centro-Oeste,Homem,51-60,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,4
2020,10,Centro-Oeste,Mulher,61-70,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,1
2020,10,Sudeste,Homem,51-60,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",249
2020,10,Sudeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",52
2020,10,Sudeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",256
2020,10,Sudeste,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",2
2020,10,Sudeste,Homem,41-50,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",20
2020,10,Sudeste,Homem,41-50,Qual o principal motivo deste afastamento temporário?,Outro motivo,24
2020,10,Sudeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",28
2020,10,Sudeste,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",6
2020,10,Sul,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",58
2020,10,Sul,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",22
2020,10,Sul,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",98
2020,10,Sul,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,Outro motivo,4
2020,10,Sul,Mulher,71+,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,1
2020,10,Sul,Mulher,71+,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",1
2020,10,Centro-Oeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",21
2020,10,Centro-Oeste,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,23
2020,10,Centro-Oeste,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",30
2020,10,Centro-Oeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,Licença maternidade ou paternidade,28
2020,10,Centro-Oeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",2
2020,10,Centro-Oeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",1
2020,10,Centro-Oeste,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,2
2020,10,Centro-Oeste,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,Outro motivo,8
2020,10,Sudeste,Homem,71+,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,3447
2020,10,Sudeste,Mulher,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,7626
2020,10,Sul,Homem,61-70,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,1168
2020,10,Sul,Mulher,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3669
2020,10,Sul,Homem,21-30,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,3148
2020,10,Sudeste,Homem,41-50,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,4
2020,10,Sudeste,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,4
2020,10,Sul,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,104
2020,10,Sul,Homem,71+,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,13
2020,10,Sul,Mulher,71+,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,10
2020,10,Sul,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,2
2020,10,Sul,Mulher,51-60,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,10,Sul,Homem,31-40,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,10,Centro-Oeste,Homem,21-30,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,24
2020,10,Centro-Oeste,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,6
2020,10,Centro-Oeste,Homem,31-40,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,11
2020,10,Centro-Oeste,Homem,61-70,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,23
2020,10,Centro-Oeste,Homem,61-70,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,6
2020,10,Sudeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",29
2020,10,Sudeste,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,84
2020,10,Sudeste,Homem,31-40,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",50
2020,10,Sudeste,Homem,11-20,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",3
2020,10,Sudeste,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",39
2020,10,Sul,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",173
2020,10,Sul,Homem,41-50,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,52
2020,10,Sul,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",16
2020,10,Sul,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",1
2020,10,Centro-Oeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",108
2020,10,Centro-Oeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",9
2020,10,Centro-Oeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,Outro motivo,1
2020,10,Sudeste,Homem,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,7047
2020,10,Sudeste,Mulher,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",105
2020,10,Sul,Mulher,71+,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,3028
2020,10,Sul,Mulher,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",527
2020,10,Sul,Homem,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3667
2020,10,Sul,Mulher,11-20,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,2243
2020,10,Sul,Homem,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,4156
2020,10,Sul,Mulher,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",465
2020,10,Sul,Homem,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",427
2020,10,Sul,Homem,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",11
2020,10,Sudeste,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,276
2020,10,Sudeste,Homem,11-20,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,29
2020,10,Sudeste,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,30
2020,10,Sudeste,Homem,31-40,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,4
2020,10,Sul,Homem,61-70,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,2
2020,10,Sudeste,Homem,31-40,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",12
2020,10,Sudeste,Homem,51-60,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",24
2020,10,Sudeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,Outro motivo,31
2020,10,Sudeste,Homem,71+,Qual o principal motivo deste afastamento temporário?,Outro motivo,3
2020,10,Sudeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",13
2020,10,Sudeste,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",4
2020,10,Sul,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,62
2020,10,Sul,Homem,51-60,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",99
2020,10,Sul,Homem,41-50,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",21
2020,10,Sul,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",18
2020,10,Sul,Homem,41-50,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",10
2020,10,Sul,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,3
2020,10,Centro-Oeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",4
